emp_no,first_name,last_name,salary,title
12047,Jordanka,Ligten,52051,Assistant Engineer
12050,Yuchang,Tchuente,46704,Engineer
12052,Masako,Khasidashvili,40000,Technique Leader
12053,Yechezkel,Pelc,48319,Senior Engineer
12054,Odysseas,Braccini,67400,Staff
12055,Rutger,Kilgore,60201,Staff
12060,Toshimi,Antonakopoulos,40000,Technique Leader
12062,Margareta,Worfolk,44199,Senior Staff
12063,Lein,Bale,56022,Engineer
12069,Ayonca,Burnard,51928,Senior Engineer
12070,Ger,Shokrollahi,50233,Technique Leader
12076,Karlis,Siprelle,75381,Senior Staff
12077,Steve,Hutton,50388,Engineer
12080,Panayotis,Feinberg,47946,Senior Staff
12082,Xinan,Yamaashi,72118,Staff
12087,Weijing,Jumpertz,45432,Engineer
12089,Bilhanan,Socorro,46288,Senior Staff
12090,Shigenori,Angelopoulos,46269,Engineer
12091,Lansing,Cunliffe,40000,Senior Engineer
12092,Kauko,Unno,40000,Senior Staff
12093,Evgueni,Oxenboll,40000,Engineer
12094,Weiru,Pearson,44788,Senior Staff
12095,Fai,Smeets,57978,Senior Engineer
12099,Nobuyoshi,Kuzuoka,104610,Staff
12102,Aron,Erde,90853,Staff
12103,Becky,Erie,56188,Staff
12104,Dulce,Kohling,43465,Senior Engineer
12112,Satyanarayana,Avouris,76538,Senior Staff
12114,Shiv,Rubsam,40000,Staff
12122,Satoru,Krone,46398,Engineer
12123,Xiahua,Syrzycki,64879,Staff
12125,Shounak,Erman,41215,Engineer
12128,Yannik,Barreiro,81527,Staff
12138,Takahito,Brender,40000,Engineer
12140,Xudong,Paciorek,40000,Senior Staff
12148,Hidde,Garigliano,42040,Assistant Engineer
12149,Suebskul,Grandbois,109934,Senior Staff
12159,Shem,Perly,61210,Senior Engineer
12160,Aamer,Garrabrants,60391,Senior Staff
12164,Muneo,Chachaty,43366,Engineer
12165,Xiaobin,Maquelin,41951,Senior Engineer
12168,Arnd,Salverda,40000,Senior Staff
12172,Jianhua,Llado,40000,Senior Staff
12173,Adel,Nanard,58321,Senior Engineer
12174,Slavian,Plavsic,40000,Senior Engineer
12183,Harngdar,Iisaku,40000,Engineer
12186,Guther,Nooteboom,70221,Senior Staff
12190,Abdulah,Engberts,40000,Senior Engineer
12191,Rosella,Bazzichi,45307,Engineer
12192,Feiyu,Klyachko,41625,Engineer
12205,Sushant,Rossi,40000,Senior Engineer
12206,Barton,Janetzko,40000,Senior Engineer
12210,Vugranam,Ashish,40000,Senior Staff
12213,Kwangho,Brizzi,79834,Staff
12216,Aloke,Mansanne,40000,Engineer
12218,Yaghout,Strooper,40000,Engineer
12219,Junsik,Gadepally,57507,Senior Staff
12221,Vincent,Melter,56736,Senior Engineer
12222,Abdelwaheb,Holburn,55840,Senior Staff
12223,Niteen,Koyama,54459,Senior Engineer
12230,Yuriy,Bellone,53692,Engineer
12231,Nishit,Bharadwaj,40000,Senior Engineer
12235,Honesty,Haumacher,100755,Staff
12242,Satoru,Wolniewicz,46911,Assistant Engineer
12247,Subbu,Penttonen,59183,Technique Leader
12249,Eldridge,Sadowski,70099,Engineer
12250,Kerhong,Aloia,61573,Senior Engineer
12254,Chaitali,Stafford,44848,Engineer
12256,Guadalupe,Reghbati,40000,Senior Staff
12258,Kankanahalli,Eiter,40748,Senior Engineer
12264,Mart,Pagter,51816,Engineer
12269,Mohammed,Whitcomb,40000,Engineer
12270,Shakhar,Kornyak,52840,Senior Staff
12272,Behnaam,Grandbois,43811,Senior Staff
12273,Jaideep,Uehara,90736,Staff
12274,Garnik,Papadias,40000,Engineer
12276,Yongmin,Lenart,59844,Engineer
12281,Hisao,Langford,45417,Senior Engineer
12282,Tadahiro,Delgrange,40000,Engineer
12291,Masamitsu,Koyama,67506,Senior Staff
12298,Tetsurou,Rodham,62015,Senior Engineer
12303,Godehard,Braccini,40000,Senior Staff
12308,Mototsugu,Cronau,58741,Senior Staff
12311,Susanne,Lubachevsky,40000,Senior Engineer
12312,Chenye,Velasco,52344,Engineer
12316,Hyuncheol,Duclos,46261,Engineer
12317,Weiyi,Crabtree,40000,Staff
12327,DAIDA,Bruckman,67449,Senior Engineer
12328,Atilio,Prampolini,51299,Staff
12335,Arnould,Genin,40000,Senior Staff
12338,Kagan,Besselaar,46270,Staff
12339,Pranay,Czaja,40000,Staff
12341,Rasiah,Luga,40000,Engineer
12343,Sorina,Slaats,52134,Senior Staff
12345,Xuedong,Mellouli,42222,Senior Engineer
12351,Gennady,Zizka,67969,Engineer
12355,Vidar,Hutton,70724,Engineer
12364,Neelam,Cummings,42337,Assistant Engineer
12365,Kamakshi,Bisiani,40000,Engineer
12366,Patricio,Setlzner,40000,Staff
12368,Gor,Dechter,45415,Staff
12373,Mooi,Driscoll,75986,Senior Staff
12379,Kazuhisa,Serna,43508,Technique Leader
12380,Menkae,Farrow,40000,Staff
12381,Amalendu,Klerer,42211,Staff
12388,Arumugam,Hebert,40000,Senior Engineer
12394,Stevo,Reeken,40000,Engineer
12395,Sanjit,Felder,66909,Senior Staff
12399,Mihalis,Luga,85582,Senior Staff
12407,Jianwen,Brodie,40000,Engineer
12411,Shao,Ibel,97610,Senior Staff
12413,Hugh,Gadepally,53179,Engineer
12415,Uri,Sluis,53615,Staff
12417,Dannz,Spelt,67342,Senior Engineer
12421,Toshimi,Gulik,52691,Senior Engineer
12422,Berhard,Demos,71376,Staff
12426,Shahaf,Valtorta,40000,Technique Leader
12427,Zissis,Daescu,40000,Staff
12434,Xumin,Bernardinello,40000,Engineer
12438,Yongmao,Mondadori,109440,Staff
12450,Sanjeeva,Perng,40000,Engineer
12451,Pramod,Marzano,40000,Senior Engineer
12452,Hiroyasu,Francisci,40000,Engineer
12454,Kerryn,Farris,41347,Staff
12464,Shai,Milicic,50448,Staff
12466,Cullen,Nations,65175,Senior Staff
12468,Ioana,Baezner,41627,Staff
12470,Khue,Hinsberger,42070,Engineer
12475,Filipe,Roison,40000,Engineer
12478,Yahiko,Hopewell,50404,Staff
12480,Tetsushi,Schade,62415,Staff
12482,Chandrasekaran,Rijckaert,45647,Senior Engineer
12487,Mona,Reghbati,40000,Senior Staff
12488,Etsuo,Gerteisen,40000,Engineer
12489,Arnould,Munck,63306,Senior Engineer
12490,Jackson,Muchinsky,40000,Senior Engineer
12492,Kristinn,Hammerschmidt,59589,Senior Engineer
12493,Filipp,Menhardt,40000,Senior Engineer
12497,Stein,Penz,81191,Senior Staff
12499,Izaskun,Lamba,69706,Senior Staff
12501,Morrie,Matheson,76082,Senior Staff
12502,Danil,VanScheik,40000,Senior Engineer
12504,Adly,Rosaz,40000,Engineer
12505,Barton,Goldhammer,40423,Senior Staff
12506,Gay,Rodite,50229,Assistant Engineer
12509,Rutger,Krzyzanowski,40000,Staff
12514,Tomofumi,Melter,54241,Engineer
12515,Pranav,Wilharm,50655,Engineer
12520,Goetz,Basart,40000,Engineer
12522,Trygve,Zhang,47733,Technique Leader
12523,Tonia,Casley,94760,Senior Staff
12524,Tetsushi,Demeyer,42824,Engineer
12528,Conor,Cincotta,40000,Senior Staff
12534,Yongmao,Gerlach,66715,Senior Engineer
12537,Avishai,Gonthier,85107,Staff
12540,Poornachandra,Bresenham,40000,Senior Staff
12541,Shih,Nanard,93105,Staff
12542,Kazuhide,Bouloucos,44176,Staff
12551,Jeane,Tzvieli,40000,Engineer
12552,Mechthild,Zongker,91393,Staff
12553,Aral,Vesna,40000,Senior Staff
12555,Spyrose,DuCasse,68051,Assistant Engineer
12557,Stafford,Kopetz,41840,Senior Engineer
12558,Danco,Niizuma,40000,Senior Engineer
12563,Honesty,Ducloy,40000,Engineer
12564,Remco,Nitsche,76772,Staff
12568,Marlo,Boyle,40000,Engineer
12571,Abdelaziz,Candan,53163,Engineer
12574,Mong,Gelosh,66284,Engineer
12586,Oguz,Tasistro,50972,Engineer
12588,Yagil,Kenevan,49125,Senior Engineer
12589,Anoosh,Chleq,59441,Engineer
12590,Gita,Rosenbaum,72208,Senior Staff
12596,Breannda,Roisin,40000,Senior Staff
12597,Kazuhito,Petereit,63589,Senior Staff
12601,Ghassan,Simkin,41714,Senior Engineer
12603,Utpal,Roison,43168,Staff
12608,Nectarios,Mondadori,40000,Staff
12612,Chandrasekaran,Thimonier,92187,Staff
12617,Shawna,Rusterholz,55663,Staff
12623,Raimond,Scharstein,79700,Senior Staff
12626,Gill,Comyn,61375,Senior Engineer
12630,Sreekrishna,Falco,41052,Senior Staff
12635,Xinyu,Restivo,40000,Senior Engineer
12636,Yuuichi,Debuse,40000,Senior Staff
12637,Poorav,Karner,44370,Staff
12638,Yuqun,Seiwald,56677,Engineer
12639,Zeljko,Schapire,40000,Engineer
12642,Suebskul,Gips,68271,Senior Staff
12644,Bernt,Jayawardene,40000,Senior Engineer
12645,Kyoichi,Decaestecker,63135,Staff
12651,Pragnesh,Bael,75150,Senior Staff
12656,Seshu,Morton,70030,Senior Staff
12662,Leucio,Alvarado,69016,Assistant Engineer
12663,Nobuyoshi,Stellhorn,49966,Technique Leader
12664,Zhonghua,Parveen,40000,Staff
12665,Amalendu,Lanphier,68848,Staff
12666,Stamatina,Prenel,40000,Engineer
12670,Seongbae,Alameldin,45281,Engineer
12672,Mayumi,Varman,54041,Senior Engineer
12678,Carrsten,Borovoy,44529,Engineer
12680,Bader,Staudhammer,46321,Staff
12687,Weicheng,Badache,78376,Staff
12689,Luerbio,Boudaillier,59689,Engineer
12691,Oddvar,Gils,48493,Senior Engineer
12694,Kazuhira,Luders,53019,Engineer
12697,Uri,Brizzi,40000,Staff
12707,Gregory,Zastre,53664,Staff
12709,Ronghao,Botman,45510,Engineer
12715,Honglan,Showalter,40000,Staff
12717,Tzu,Jiafu,53194,Staff
12721,Sajjan,Szilard,70155,Engineer
12722,Elliott,Cheshire,62325,Senior Staff
12725,Inderjeet,Flexer,40000,Senior Staff
12726,Fumitake,Panwar,61177,Senior Engineer
12729,Nahla,Rahier,51796,Senior Engineer
12730,Barry,Perl,40000,Technique Leader
12731,Yongmao,Waymire,40000,Senior Staff
12732,Mara,Takanami,74436,Senior Staff
12734,Gil,Frijda,40000,Senior Engineer
12746,Heekeun,Lunn,63044,Senior Engineer
12747,Salvador,Atrawala,40000,Technique Leader
12748,Berry,Kakkar,40000,Engineer
12753,Kazuhito,Syrotiuk,47071,Engineer
12754,Ronnie,Tetzlaff,56137,Engineer
12755,Rildo,Rodite,40196,Senior Staff
12758,Hauke,Pashtan,51525,Staff
12759,LiMin,Kuszyk,49963,Senior Staff
12761,Hitofumi,Schaad,62465,Senior Staff
12768,Mingdong,Stiles,44107,Engineer
12769,Abdelwaheb,Gluchowski,40000,Engineer
12770,Maik,Benzaken,55103,Senior Staff
12773,Jenwei,Lovengreen,65556,Senior Engineer
12774,Moon,Asrin,40000,Engineer
12775,Mariangiola,Berendt,69805,Assistant Engineer
12777,Sreenivas,Cichocki,50672,Senior Staff
12785,Bouchung,Armand,68680,Senior Engineer
12786,Weiyi,Schusler,51030,Engineer
12789,Sanjai,Felcyn,41358,Engineer
12790,Gunilla,Perl,87760,Senior Staff
12795,Masoud,Fordan,56969,Staff
12796,Saniya,Stanfel,40000,Engineer
12798,Lillian,Beeson,81145,Senior Staff
12799,Tiina,Businaro,42816,Senior Staff
12803,Gad,Boissier,91789,Senior Staff
12807,Gretta,Babb,48331,Senior Engineer
12810,Kristof,Staelin,46737,Technique Leader
12814,Jaques,Kohling,46936,Technique Leader
12815,Sushant,Junot,65073,Staff
12816,Freyja,Ramras,66194,Senior Engineer
12819,Mountaz,Gubsky,48455,Engineer
12821,Arco,Gihr,46727,Engineer
12825,Sakthirel,Cannata,40000,Senior Engineer
12828,Oksana,Camurati,85769,Staff
12829,Harngdar,Harbusch,51521,Senior Engineer
12831,Maris,Baja,40000,Engineer
12840,Zhensheng,Ferretti,40000,Engineer
12843,Yinlin,Heijenga,40000,Engineer
12846,Krisda,Cyne,63962,Staff
12848,Kazuhide,Smeets,40000,Engineer
12851,Kwangyoen,Ramsay,64013,Staff
12853,Mang,Brobst,47160,Staff
12855,Mabhin,Murrill,40000,Senior Staff
12857,Alagu,Gils,52646,Senior Engineer
12863,Leif,Matheson,62803,Senior Engineer
12865,Katsuyuki,Rothe,64679,Senior Staff
12868,Berthier,Nanard,40000,Senior Engineer
12869,Jacopo,Swiler,61803,Staff
12871,Shay,Zockler,41100,Staff
12872,Marl,Schmittgen,56040,Staff
12876,Apostol,Goodrum,42277,Engineer
12879,Baruch,Eugenio,40000,Engineer
12881,Huai,Yurek,66390,Staff
12885,Anwar,Collavizza,40000,Senior Engineer
12887,Hilari,DuBourdieux,40000,Senior Engineer
12888,Martien,Erni,41673,Senior Staff
12889,Mayumi,Mukaidono,58901,Engineer
12890,Neven,Casley,66803,Senior Staff
12893,Licheng,Crouzet,50803,Senior Staff
12895,Roddy,Serot,40000,Senior Engineer
12899,Chinho,Sethi,40000,Senior Staff
12905,Munehiro,Gecsei,58659,Engineer
12910,Uno,Casley,69301,Staff
12915,Arco,Ligten,55723,Senior Staff
12922,Jacqueline,Porenta,69441,Senior Staff
12923,Chaosheng,Journel,40000,Senior Engineer
12926,Heekeun,Luby,68314,Staff
12934,Adil,Solares,47274,Engineer
12936,Reinhold,Farrow,64450,Technique Leader
12937,Arup,Cincotta,59206,Staff
12940,Odinaldo,Farrar,49760,Senior Engineer
12941,Tommaso,Perelgut,67069,Engineer
12944,Alselm,Benzmuller,40000,Senior Staff
12949,Geoff,Asrin,40000,Senior Engineer
12951,Mohammad,Keirsey,60566,Senior Staff
12960,Tayeb,Navazio,40000,Engineer
12962,Paraskevi,Beerel,73680,Senior Staff
12969,Mohan,Angot,59876,Senior Staff
12972,Juyoung,Azevdeo,40000,Staff
12974,Gift,Frolund,93034,Staff
12977,Byong,Markovitch,61326,Engineer
12981,Maren,Merro,40000,Engineer
12982,Sachem,Aamodt,40000,Engineer
12983,Elliott,Hambrick,57252,Staff
12984,Atilio,Krohm,40000,Engineer
12986,Khun,Hennebert,50021,Senior Engineer
12987,Youngkon,Kading,56823,Senior Engineer
13000,Adhemar,Chiodo,40000,Engineer
13002,Henk,Muhlberg,40935,Senior Engineer
13004,Fan,Beznosov,40000,Senior Engineer
13008,Jayesh,Zaumen,40000,Engineer
13011,Aamer,Glowinski,51216,Technique Leader
13012,Florina,Harbusch,40000,Senior Engineer
13013,Heekeun,Baak,40000,Engineer
13027,Paraskevi,Kohling,65940,Technique Leader
13030,Yahiko,Kroll,51770,Staff
13034,Arunas,Rosen,77736,Senior Staff
13046,Vivian,Stafford,40000,Senior Staff
13047,Atilio,Chelton,52323,Engineer
13048,Kerhong,Massonet,40000,Senior Engineer
13049,Fan,Naudin,60266,Staff
13052,Aleksandar,Schlenzig,42693,Engineer
13054,Samphel,Masamoto,40000,Senior Engineer
13062,Xinglin,Baak,55665,Technique Leader
13065,Zine,Schiper,58147,Staff
13067,Wayne,Kornyak,40000,Senior Engineer
13073,Utpal,Journel,76963,Staff
13075,Rosella,Morrin,40000,Staff
13076,Deniz,Skafidas,50582,Engineer
13084,Domenico,Pagter,64106,Senior Staff
13086,Dzung,Domenig,40000,Senior Staff
13087,Gor,Ranft,40000,Senior Engineer
13093,Sajjan,Unno,75658,Staff
13095,Khedija,Cochrane,40000,Staff
13096,Ibibia,Armand,52544,Engineer
13103,Srinidhi,Ellozy,40000,Senior Engineer
13108,Rance,Matteis,40000,Senior Staff
13110,Maria,Kamble,57941,Senior Engineer
13113,Kwun,Landherr,66941,Staff
13124,Quingbo,Garnick,73785,Senior Staff
13126,Parviz,Hennebert,40000,Senior Engineer
13133,Guther,Senzako,67777,Senior Staff
13134,Lorien,Chepyzhov,51227,Engineer
13140,Shuji,Vidal,40000,Staff
13143,Qingxiang,Ventosa,40000,Technique Leader
13144,Persi,Nollmann,52825,Staff
13146,Haldon,Erie,61398,Senior Staff
13147,Shichao,Ginesta,77429,Senior Staff
13149,Alejandro,Gill,46791,Assistant Engineer
13150,Mahmut,Stavenow,40000,Technique Leader
13156,Akeel,Millington,48285,Engineer
13159,Jingling,Ranst,54536,Staff
13161,Manu,Picci,49733,Engineer
13165,Lucian,Benner,42796,Senior Engineer
13168,Munir,Stentiford,49210,Engineer
13170,Cheong,Bernardeschi,49012,Staff
13171,Anoosh,Birnbaum,40000,Senior Engineer
13173,Arve,Horswill,46354,Staff
13175,Yucai,Swick,65572,Engineer
13179,Moty,Janocha,90233,Staff
13182,Kokou,Rodite,46832,Engineer
13186,Kyoichi,Barbanera,93138,Staff
13189,Yuuichi,Bazzichi,40000,Staff
13192,Rosita,Flowers,43986,Technique Leader
13197,Rosita,Litzler,93225,Staff
13200,Weidon,Pauthner,50821,Senior Engineer
13202,Aram,Scharstein,51915,Senior Staff
13203,Phule,Emmart,40000,Senior Staff
13204,Mircea,Pellegrinelli,45177,Assistant Engineer
13206,Tetsurou,Rullman,44383,Staff
13210,Jianhua,Klassen,83961,Staff
13213,Hein,Billawala,61131,Staff
13216,Stabislas,Weedman,40000,Staff
13221,Premsyl,Famili,47724,Staff
13227,Goncalo,Pell,88669,Staff
13232,Mitchel,Fujisaki,40000,Technique Leader
13233,Alselm,Chvatal,49414,Engineer
13235,Taizo,Remmers,57427,Engineer
13238,Ebru,Foote,40000,Senior Staff
13240,King,Pileggi,49018,Engineer
13243,Fay,Huxford,67269,Staff
13246,Adil,Siepmann,83156,Staff
13248,Keiichiro,Guting,72379,Staff
13249,Oldrich,Rissland,40000,Staff
13250,Zeydy,Schusler,47829,Senior Engineer
13252,Morris,Kavvadias,55454,Staff
13260,JoAnna,McDermid,40000,Technique Leader
13261,Martial,Peternell,88361,Staff
13263,Subhash,Zockler,61281,Senior Staff
13272,Arun,Jiang,40000,Senior Staff
13276,Yechiam,Seuren,65836,Staff
13282,Cordelia,Macedo,45990,Staff
13288,Muneo,Broomell,40000,Staff
13290,Stamatina,Karner,40000,Staff
13291,Georg,Stamatiou,54720,Engineer
13294,Haldun,Stroustrup,57991,Staff
13299,Guiseppe,Butner,40000,Staff
13302,Mack,Alencar,40000,Senior Engineer
13303,Koldo,Rissanen,63524,Staff
13305,Bikash,Herath,104969,Staff
13309,Toshimori,Lipner,40000,Senior Engineer
13312,Filipp,Schurmann,53718,Engineer
13315,Sakthirel,Stroustrup,40000,Engineer
13320,Gino,Bahr,47422,Senior Engineer
13321,Rasikan,Portugali,59560,Engineer
13329,Ottavia,Rissland,96912,Senior Staff
13332,Nidapan,Pearson,40000,Senior Engineer
13333,Yoshinari,Hennebert,50997,Assistant Engineer
13341,Bodh,Doering,40000,Senior Staff
13342,Georgy,Doering,59327,Engineer
13343,Heon,Usery,40000,Staff
13346,Francoise,Zastre,40000,Engineer
13347,Lein,Sifakis,79839,Senior Engineer
13349,Zeydy,Danner,66066,Senior Staff
13357,Mabry,Llado,40000,Engineer
13359,Pragnesh,Kragelund,62189,Senior Engineer
13361,Wilmer,Baek,40000,Staff
13368,Kiyokazu,Klassen,52872,Staff
13371,Nakhoon,Riexinger,40000,Senior Engineer
13373,Juichirou,Naumovich,82749,Senior Staff
13374,Atreye,Kalefeld,40000,Senior Engineer
13378,Rafols,Zhiwei,64833,Technique Leader
13379,Kinh,Engelmann,52620,Staff
13385,Claudi,Buchter,40000,Senior Staff
13386,Khosrow,Sgarro,91420,Technique Leader
13388,Shuji,Cesareni,52597,Technique Leader
13389,Divine,Cmelik,40000,Senior Staff
13390,Nathan,Hutton,40000,Engineer
13392,Fumitake,Beidas,69221,Staff
13394,Anneke,Lorys,44631,Senior Staff
13396,Chuanyi,Aumann,40000,Senior Staff
13402,Augustine,Dulli,40000,Engineer
13405,Randy,Baba,60799,Senior Staff
13407,Gio,Chenoweth,60348,Senior Engineer
13408,Sreekrishna,Lagarias,52479,Engineer
13412,Ranga,Erdmenger,56217,Staff
13415,Nathalie,Speer,61838,Technique Leader
13416,Fox,Billawala,40000,Engineer
13417,Dipayan,Condotta,53074,Senior Staff
13422,Vishwani,Gerlach,59466,Senior Engineer
13427,Sreekrishna,Narwekar,50468,Staff
13436,Mana,Picaronny,67296,Senior Staff
13439,Domenick,Ullian,49283,Engineer
13442,Giordano,Miake,40000,Staff
13443,Mayuko,Puppo,40000,Engineer
13445,Renee,Dehkordi,53194,Engineer
13446,Masato,Tramer,64812,Engineer
13451,Gretta,Weiland,40000,Senior Staff
13453,Sugwoo,Lalonde,52593,Senior Engineer
13456,Uzi,Erol,40000,Senior Engineer
13457,Shooichi,Parfitt,40812,Senior Engineer
13458,Feipei,Nivat,41375,Engineer
13460,Yinghua,Gips,40000,Senior Engineer
13463,Theron,Berstel,40000,Engineer
13465,Sasan,Rehfuss,49821,Engineer
13467,Zhigen,Katzenelson,56977,Senior Engineer
13472,Dzung,Larfeldt,40000,Engineer
13475,Kamakshi,Piancastelli,55431,Staff
13479,Youjian,Besselaar,82384,Staff
13493,Uinam,Jullig,40000,Engineer
13500,Irene,Erol,57581,Senior Engineer
13504,Parto,Mandell,41895,Engineer
13505,Chandrasekaran,Hambrick,46130,Staff
13520,Takahiro,Mahnke,46435,Engineer
13521,Jaewoo,Tasistro,40000,Engineer
13522,Jaewon,Vingron,70884,Senior Staff
13523,Dines,Karunanithi,45333,Staff
13524,Chaoyi,Porotnikoff,52849,Staff
13535,Arunas,Schlenzig,40000,Assistant Engineer
13539,Cedric,Bala,54246,Senior Engineer
13540,Cordelia,Krohn,82488,Staff
13544,Beshir,Sullins,91559,Staff
13546,Aimee,Brookner,50295,Engineer
13549,Matk,Koprowski,40000,Technique Leader
13552,Ingmar,Capobianchi,73346,Senior Staff
13554,Divine,Birke,49930,Senior Staff
13560,Sibyl,Jeong,40000,Engineer
13567,Sudhanshu,Pietracaprina,71269,Senior Staff
13571,Eben,Passino,61100,Engineer
13575,Kazuhiko,Hettesheimer,73636,Senior Engineer
13576,Jungsoon,Engberts,73022,Senior Staff
13578,Tadahiko,Christianini,62885,Technique Leader
13586,Abdelwaheb,Klassen,40000,Senior Engineer
13591,Jinxi,Poulakidas,40000,Assistant Engineer
13596,Georg,Marletta,57320,Engineer
13598,Subhrajyoti,Barvinok,76264,Engineer
13600,Baocai,Babu,40000,Staff
13605,Dmitry,Encarnacion,70404,Senior Staff
13612,Shao,Mansanne,40000,Engineer
13617,Prodip,Fioravanti,40000,Engineer
13621,Fei,Haddadi,73192,Engineer
13622,Tamiya,Juneja,63460,Staff
13624,Zhigen,Yurek,40000,Staff
13629,Dzung,Trelles,40000,Engineer
13630,Uzi,Kilgour,40000,Engineer
13642,Inderjeet,Luit,45456,Senior Staff
13643,Geoff,Chenney,64841,Engineer
13648,Zejun,Lamba,47723,Technique Leader
13651,Stamatina,Plesums,62278,Engineer
13653,Kristen,Iivonen,53242,Senior Staff
13660,Ziya,McConalogue,50907,Staff
13662,Tianruo,Zucker,66158,Senior Staff
13670,Moti,Takanami,40000,Senior Engineer
13673,Kish,Levasseur,50560,Senior Staff
13680,Denny,Speer,46968,Staff
13683,Zhilian,Vakili,40000,Senior Engineer
13684,Elvia,Christ,79100,Senior Staff
13685,Weicheng,Hockney,48322,Engineer
13693,Godehard,Merkl,40000,Engineer
13697,Shuichi,Weedon,40000,Technique Leader
13698,Domenico,Mitchem,57541,Engineer
13704,Vishu,Kumaresan,40000,Engineer
13708,Taizo,Bolsens,48399,Senior Engineer
13713,Nitsan,Porenta,56608,Senior Staff
13719,Hugh,Porotnikoff,49098,Senior Engineer
13721,Sugwoo,Delgrossi,64754,Staff
13727,Vitali,Merey,50798,Staff
13730,Munehiro,Kalorkoti,53832,Staff
13738,Bangqing,Mitchem,48349,Engineer
13744,Hisao,Quittner,58206,Engineer
13745,Ung,Camurati,40000,Senior Engineer
13747,Masaru,Capobianchi,47752,Senior Staff
13758,Subhrajyoti,Sidou,66365,Senior Staff
13762,Fumino,Choobineh,88048,Staff
13766,Tremaine,Heemskerk,43748,Senior Staff
13768,Sedat,Lovengreen,40000,Staff
13769,Yakichi,Trogemann,61025,Senior Staff
13772,Khalil,Klyachko,57288,Engineer
13775,Arve,Maierhofer,70161,Staff
13776,Marjo,Brookner,53362,Senior Staff
13786,Takushi,Berendt,74494,Staff
13787,Xiaobin,Sinicrope,40000,Engineer
13788,Takahira,Furedi,40000,Assistant Engineer
13792,Valery,Sury,59127,Staff
13795,Mayuri,Gewali,49749,Technique Leader
13796,Paloma,Thorelli,50962,Engineer
13797,Juyoung,Leonhardt,54537,Senior Staff
13798,Khosrow,Tischendorf,41101,Engineer
13799,Chriss,Backhouse,40000,Technique Leader
13800,Nikolaus,Gammage,40000,Technique Leader
13801,Shih,Mayerwieser,64182,Staff
13807,Lenore,Itzigehl,64287,Staff
13809,Kiyotoshi,Basagni,43735,Staff
13811,Kien,Azadmanesh,52175,Senior Engineer
13815,Guadalupe,Plotkin,40000,Engineer
13825,Arlette,Pell,54704,Technique Leader
13831,Yinghua,Rikino,40000,Technique Leader
13832,Hidefumi,Siepmann,64799,Staff
13838,Giao,Stellhorn,40000,Senior Staff
13840,Remco,Demke,40000,Engineer
13841,Christophe,Spinelli,52277,Technique Leader
13842,Juichirou,Cichocki,40000,Senior Staff
13846,Guiseppe,Welham,61097,Senior Staff
